assunto,titulo
-1,"Mais de 10 escolas têm aulas suspensas em Salvador, após mortes de policiais militares"
-1,Justiça suspende revisão do Plano Diretor de São Paulo
-1,Pré-cadastro e atualização de dados no CadÚnico pelo celular
-1,Divino Lemes filia-se ao PDT e lança pré-candidatura a deputado estadual
-1,Morte de mulher provoca comoção nas redes sociais
-1,Justiça determina União e Pernambuco a fornecerem canabidiol para criança de 8 anos com TEA
-1,Polícia investiga participação de outros envolvidos na morte de taxista encontrado com mãos e pés amarrados
-1,Tesla interrompe maior parte da produção em fábrica em Xangai
-1,Anvisa deve decidir ainda este ano sobre proibição ou liberação de cigarro eletrônico
-1,Suspeito de cometer arrastões é morto a tiros na Zona Norte de Manaus
-1,"Após vencer eleição nas Filipinas, Marcos pede ao mundo para julgá-lo por ações, não pelo passado da família"
-1,"Pix foi planejado na gestão Temer; 'Bolsonaro se apropria de projetos alheios', diz Josias de Souza"
-1,Estação Cultura promove encontro de ferromodelismo em Campinas
-1,Começa validação de cadastro para Aluguel Social de moradores de Petrópolis
-1,Museu Didático do Corpo Humano da UNITAU explica anatomia na prática
-1,Arrecadação de ICMS sobre petróleo e combustíveis bate recorde
-1,Treinadores e jogadores cobram freio no calendário brasileiro
-1,"Índice de média móvel trimestral do varejo sobe 1,6% em março, mostra IBGE"
-1,Ex-BBB Patrícia Leite tem derrame ocular e sofre preconceito: 'Pesa mais que o problema'
-1,Prefeitura de Belém abre consulta pública sobre remanejamento de afetados por obras da Estrada Nova
-1,"No DF, governador revoga decreto de estado de calamidade pública"
-1,"Cinco homens são presos durante Operação Sicário em Casimiro de Abreu, no RJ"
-1,Carro que provocou acidente e matou família carbonizada na AL-101 Sul estava a 145 km/h
-1,Dois jovens são mortos a tiros no bairro Atrás da Banca em Petrolina
-1,Prefeitura de Belém e Unicef assinam acordo de cooperação para ações voltadas a crianças e adolescentes
-1,Suspeito de assaltar padaria e loja de cosméticos é preso em Barra Mansa
-1,"Prisão de casal suspeito de aplicar golpes em esquema de pirâmide é estendida por mais 5 dias, diz polícia"
-1,EUA acusam terceiro suspeito por assassinato do presidente haitiano Moise
-1,El Salvador aproveita queda para comprar milhões em Bitcoin
-1,Defesa de Silveira pede ao STF para anular exigência de tornozeleira e desbloquear dinheiro do deputado
-1,Rodoviária do Sol Nascente começa a receber estrutura metálica
-1,Macron e Scholz expressam 'pleno apoio' à Ucrânia em frente ao Portão de Brandemburgo
-1,Corpo do prefeito Paulo Emídio é velado em São Gonçalo do Amarante
-1,"Pela 1ª vez, mulher de Aleksandro se pronuncia sobre morte do marido nas redes sociais"
-1,Joe Biden acelera entrega de armas dos Estados Unidos à Ucrânia
-1,"Bolsas de NY fecham em forte queda, em meio a preocupações com aperto do Fed"
-1,"'É um sentimento de muito amor, de sonhar e não desistir', diz brasileira que teve filho por barriga de aluguel na Ucrânia"
-1,Suspeito de tentar matar ex-companheira a facadas é preso em Natal
-1,"Inviabilizar um acordo entre PT e PSD em Minas atrapalharia Lula, mas também Kalil, diz Gleisi"
-1,Homem desaparece e é achado morto no sul da Bahia; vítima tinha marcas de tiros pelo corpo
-1,"Com mandado de prisão ativo, chefe do Comando Vermelho aparece em festa infantil"
-1,Eleições 2022: quase 300 mil títulos de eleitor são cancelados na Paraíba
-1,Assinada Lei que doa imóvel para sede do Lar Santa Filomena
-1,Ciro Gomes testa positivo para covid
-1,Padre deve responder por tentativa de homicídio por atropelar suspeito de roubo
-1,Grupo SaGrama e Gonzaga Leal seguem a trilha da missão de Mário de Andrade em álbum que sai em junho
-1,Quase 25% das crianças entre 5 e 11 anos ainda não tomaram a vacina em Uberlândia; veja locais
-1,Prefeitura visita laticínios e inicia diálogo com produtores para criação de APL do queijo minas frescal em Juiz de Fora
-1,"Mago do Axé Music: com dificuldades financeiras, produtor Nestor Madrid pede ajuda para voltar ao mercado de trabalho"
-1,Curso gratuito que ensina a instalar placas de energia solar abre 25 vagas no Recife; saiba como se inscrever
-1,CRM da Paraíba realiza interdição ética da urgência pediátrica do HU de Cajazeiras
-1,Bombeiro identificado como atirador de atendente em Mc Donald´s se apresenta em delegacia
-1,"Polícia faz buscas por suspeitos de matar gerente de arena de eventos em Juruti, no PA"
-1,Funcionário da prefeitura é esfaqueado em cemitério de Marília
-1,Motorista morre após caminhão tombar na Serra do Cadeado
-1,"Após 21 dias sem óbito, Presidente Prudente volta a registrar caso de morte provocada pela Covid-19"
-1,Terceiro ciclo do programa Cidade Empreendedora vai atender 11 municípios de MS
-1,Câmara oferece atividades na Semana Municipal da Pessoa Idosa em Juiz de Fora; confira a programação
-1,"Dólar sobe a R$ 5,157, valor mais alto em quase dois meses; Bolsa cai"
-1,Microcrédito da Caixa: Entenda como ser beneficiado com os valores
-1,Rússia justifica guerra na Ucrânia durante celebração da vitória de 1945 contra os nazistas
-1,EUA suspendem tarifas sobre aço ucraniano por um ano
-1,Acidentes constantes preocupam mães e funcionários de creche em Mogi das Cruzes
-1,Cresce número de sequestros-relâmpago em SP desde a criação do Pix
-1,PIS-PASEP com recursos para liberação
-1,Governo vai zerar imposto de importação de 11 produtos e prepara novo corte de 10% na TEC
-1,RJ: Comissão de Justiça nega recurso de vereador e processo continua
-1,A Hora da Venenosa: fã joga presente na cabeça de Gusttavo Lima
-1,"PSD vai liberar políticos a apoiarem quem quiserem nas eleições, diz Ramos"
-1,Posso recuperar valores não sacados do Pis-Pasep?
-1,"Ações do Nubank despencam 14,5% e renovam mínima histórica"
-1,Caso Vila dos Coreanos: o que se sabe sobre as mortes de crianças encontradas em vala na Bahia
-1,Jovem morto após 4h de espera: médicas afastadas prestam depoimento
-1,"MP oferece denúncia contra tios suspeitos de torturar sobrinho de seis anos em Cujubim, RO"
-1,Vereadores têm até o dia 13 para apresentar emendas à LDO
-1,TSE rejeita consulta de Eduardo Bolsonaro sobre comprovante de vacina nas eleições
-1,Prefeitura de São Paulo quer criar camping para moradores de rua
-1,Licitação é aberta para contratar empresa responsável pela construção do Centro Municipal de Educação Infantil Jardinópolis em Divinópolis
-1,Sicredi Agroempresarial PR/SP sedia reunião; assista
-1,Preso por torturar jornalista também agredia animal de estimação com soco inglês
-1,Vídeo: policial civil saca arma em briga de bar no Distrito Federal
-1,Fez ou recebeu um PIX por engano: Saiba como resolver
-1,Cadastro Único: confira a lista de benefícios oferecidos pelo programa
-1,Atendente do McDonald's é baleado por causa de desconto no Rio
-1,CRM interdita eticamente setor de emergência pediátrica do HU de Cajazeiras
-1,"UE se reunirá com Musk para discutir liberdade de expressão, chips e baterias"
-1,Mulher encontrada carbonizada em Samambaia levou ao menos 22 facadas
-1,Aluno é baleado em frente a escola em tentativa de assalto em SP
-1,TSE responde Forças Armadas e rejeita sugestões para as eleições
-1,"Após denúncias de pessoas armadas em supermercado, alunos são retirados de escola ao lado em Marília"
-1,Câmara de Taquarituba vota pedido de cassação do prefeito nesta segunda-feira
-1,Mototaxista é morto a tiros após uma discussão em um bar em Codó
-1,Hoje na História: 1978 - encontrado em Roma o corpo de Aldo Moro
-1,Passado e presente colidem no Dia da Vitória em Berlim
-1,Linhagem de dengue que eleva risco de casos mais graves é identificada no Brasil
-1,Precatórios: 5 informações básicas que você precisa saber
-1,Alesp deve retomar com projeto que prevê punir deputado que xingou o papa
-1,Gastos com cota parlamentar na atual legislatura ultrapassam meio bilhão de reais
-1,Mais de 207 mil contribuintes enviaram declaração do Imposto de Renda 2022 na Paraíba
-1,Ciro Gomes testa positivo para covid-19 e suspende atividades de pré-campanha
-1,"Petrobras anuncia aumento de 8,8% no preço do diesel para distribuidoras"
-1,"Bradesco, Santander e Itaú: entenda os resultados do 1º trimestre de bancos"
-1,Adolescente desaparece após entrar no mar em praia no sul da Bahia; família comemorava Dia das Mães no local
-1,Brasil e Japão assinam acordo para desenvolver agricultura digital
-1,Biden impõe sanções à mídia russa
-1,"Incubadora em Franca, SP, realiza oficinas gratuitas sobre ferramentas digitais; saiba como participar"
-1,Corpo de PM morto após sair do velório de colega da corporação é enterrado em Salvador
-1,IPTU 2022: guias do imposto são disponibilizadas em Cataguases
-1,Namorada do cantor Conrado pede orações pela saúde do sertanejo internado em UTI: 'Creio que Deus é a cura'
-1,"'Esquenta' dos Aulões Pré-Enem tem início nesta segunda-feira (9), em Arcoverde"
-1,"Com mais três mortes por Covid, RS mantém estabilidade na média móvel de óbitos; casos seguem em alta"
-1,Casos de coronavírus na Paraíba em 9 de maio de 2022
-1,Suspeito de balear policial civil durante assalto é preso em Teresina
-1,IPVA 2022 no Ceará: quarta parcela vence nesta terça-feira
-1,Bebê que nasceu com doença no fígado no sul da Bahia precisa de transferência urgente para hospital de Salvador
-1,Guarda Municipal controla foco de incêndio na trilha da Constantino Paleta em Juiz de Fora
-1,"Em discurso, Putin culpa Otan e Ucrânia por guerra"
-1,Por que países não aumentam produção de petróleo para controlar preços
-1,Principais pontos para fazer a declaração do IR na Receita Federal
-1,Policial da reserva e suspeito morrem durante tentativa de assalto em Porto Velho
-1,MP-RO encontra irregularidades em unidades de saúde de Porto Velho
-1,"“João Campos tem alguma estratégia ao filiar Mabel no Republicanos”, diz Ricardo Quirino"
-1,"Campinas abre 27 vagas em concurso público para a Saúde com salários até R$ 8,2 mil; veja edital"
-1,Comissão de Justiça da Câmara rejeita recurso de Gabriel Monteiro; prazo para defesa termina nesta segunda
-1,"Após mortandade de peixes no Rio Piracicaba, Cetesb diz que análise aponta boa qualidade da água"
-1,"'Alguma coisa dizia dentro de mim: eu não vou morrer', conta jornalista Gabriel Luiz, em entrevista à Fátima Bernardes"
-1,Biden acelera entrega de armas dos EUA à Ucrânia
-1,Justiça decreta prisão de agente do Degase acusado de estuprar internas menores de idade
-1,Alunos de Kaloré visitam redação do Jornal Tribuna do Norte
-1,Russos arriscam protestos antiguerra no Dia da Vitória
-1,Motorista de carreta é preso após fazer 'zigue-zague' com caminhão na BA-160
-1,"Campus da USP no Butantã, em SP, fica sem luz por quase 24 horas; estudante relata ameaça de estupro ao caminhar à noite"
-1,Presidente Prudente dá início à campanha de vacinação contra a gripe para professores e pessoas com comorbidades e deficiências
-1,Mãe de Gabriel Medina sobre relação com Yasmin: “A gente tratou ela super bem”
-1,Acusado de matar a ex-mulher e o cunhado é julgado em Araxá
-1,Câmara emite e regulariza cerca de 200 títulos de eleitor
-1,Prefeitura lança o programa 'Saúde em Movimento' em Juiz de Fora; saiba como funciona
-1,"Petrobras anuncia reajuste de 8,8% do diesel nas refinarias"
-1,Estudantes participam de projeto de música e literatura com artistas mato-grossenses
-1,"Bombeiros procuram por menino de seis anos que caiu no rio Doce, em Resplendor"
-1,Policial civil baleado em bar na Zona Norte de Teresina está intubado na UTI do HUT
-1,Covid-19: Pfizer pediátrica vai ser ofertada em todas as Unidades Básicas de Saúde de Aracaju
-1,Jovem é detido ao colocar carro com som na entrada de presídio para homenagear a mãe presa
-1,Justiça determina prisão preventiva do policial que matou homem na avenida da Prainha
-1,Polêmica faz The New York Times tirar palavra 'feto' de solução do jogo Wordle
-1,Prorrogadas inscrições do vestibular Cederj para o segundo semestre de 2022
-1,Novo motim em presídio no Equador deixa ao menos 43 mortos
-1,Bett Brasil 2022 expõe iniciativas para o uso de tecnologia e ensino híbrido
-1,Suspeito de matar travesti em Patos de Minas é preso em BH
-1,Aversão a risco e commodities levam Ibovespa de volta ao nível de janeiro
-1,Dono da XP se reúne com Bolsonaro
-1,Você é mente suja? Descubra com esta foto que viralizou no Twitter
-1,Mecânico que sobreviveu a acidente de helicóptero no Acre é resgatado e levado para hospital
-1,Ibovespa: JHSF Participações tem maior alta do dia e Locaweb maior queda; veja
-1,Mulher é presa nos EUA suspeita de matar seus 3 filhos no Dia das Mães
-1,Exposição aproximará startups agrícolas de investidores privados
-1,Qual o valor mensal pago pelo auxílio-doença do INSS?
-1,Calendário para retiradas de Saque Extraordinário do FGTS
-1,"Algumas tarifas norte-americanas sobre a China prejudicam empresas dos EUA, diz Casa Branca"
-1,Salário mínimo em 2023: Proposta para o novo reajuste anual
-1,México critica exclusão de países na Cúpula das Américas e fala em 'integração' regional
-1,Policial é preso suspeito de desviar alimentos e produtos de limpeza de penitenciária
-1,Líder do PSDB na Câmara denuncia Lula por campanha eleitoral antecipada
-1,Mutirão do emprego tem vagas para 6 mil pessoas em São Paulo
-1,Governo do DF lança portal para consulta de decretos e leis
-1,'Anos dourados' estreia no Globoplay: relembre minissérie de 1986 com Malu Mader e Felipe Camargo
-1,Governo de SP libera estudos para extensão do metrô entre Vila Sônia e Taboão da Serra
-1,"EUA: Mulher é presa no Dia das Mães por matar os 3 filhos, incluindo gêmeos"
-1,Polícia apreende mais de 3 mil peças de motocicletas em São Paulo
-1,Assaltantes armados com faca roubam bolsa de mulher em Barra do Piraí
-1,Petrobras anuncia aumento no diesel: como nova alta afeta o consumidor?
